player_id,season_id,team_id,filter_key,minutes_played,min_minutes_required,meets_minimum_sample
272,25648,26,home,580.0,450,True
339,25653,3678,home,687.0,450,True
340,25648,64,home,368.0,450,False
750,25759,2934,home,1074.0,450,True
758,25598,62,home,1184.0,450,True
795,25649,409,home,905.0,450,True
807,25598,66,home,892.0,450,True
814,25016,2688,home,976.0,450,True
822,25648,283,home,508.0,450,True
866,25607,3525,home,624.0,450,True
888,25649,138,home,1560.0,450,True
902,25649,16,home,1581.0,450,True
954,25636,1020,home,541.0,450,True
975,25597,593,home,833.0,450,True
1012,25567,3471,home,645.0,450,True
1019,25601,2417,home,551.0,450,True
1022,25648,12,home,645.0,450,True
1028,25648,47,home,933.0,450,True
1038,25648,42,home,1092.0,450,True
1045,25648,25,home,568.0,450,True
1056,25016,8680,home,450.0,450,True
1109,25648,24,home,1454.0,450,True
1114,24943,3603,home,741.0,450,True
1139,25567,2673,home,637.0,450,True
1148,25591,3545,home,515.0,450,True
1166,25745,11741,home,720.0,450,True
1168,25759,649,home,757.0,450,True
1175,25648,21,home,1094.0,450,True
1177,25649,69,home,812.0,450,True
1193,25682,88,home,637.0,450,True
1201,24942,207,home,651.0,450,True
1233,25598,496,home,1233.0,450,True
1238,25759,213,home,995.0,450,True
1246,25597,637,home,1060.0,450,True
1254,25649,110,home,809.0,450,True
1261,25648,26,home,1006.0,450,True
1269,24942,207,home,1071.0,450,True
1291,25648,4,home,471.0,450,True
1367,25682,688,home,945.0,450,True
1376,25682,13860,home,871.0,450,True
1384,25649,235,home,816.0,450,True
1387,25648,7,home,1745.0,450,True
1393,25648,65,home,1260.0,450,True
1460,25648,21,home,489.0,450,True
1474,25673,844,home,1093.0,450,True
1517,26164,1628,home,1298.0,450,True
1572,25648,12,home,1112.0,450,True
1596,25648,30,home,2056.0,450,True
1605,25535,349,home,947.0,450,True
1625,25649,348,home,240.0,450,False
1628,25598,314,home,628.0,450,True
1636,25535,808,home,1421.0,450,True
1640,25649,305,home,2049.0,450,True
1646,25597,750,home,1231.0,450,True
1649,25648,30,home,621.0,450,True
1673,25648,5,home,147.0,450,False
1685,25648,33,home,282.0,450,False
1690,25600,328,home,1605.0,450,True
1711,25648,42,home,1214.0,450,True
1714,25607,468,home,1203.0,450,True
1716,25648,2,home,527.0,450,True
1778,25649,251,home,1059.0,450,True
1822,25745,605,home,1216.0,450,True
2191,25649,54,home,1461.0,450,True
2234,25601,28077,home,759.0,450,True
2237,25648,283,home,1144.0,450,True
2306,25649,16,home,735.0,450,True
2321,25649,249,home,1887.0,450,True
2326,25648,24,home,258.0,450,False
2349,25649,254,home,1437.0,450,True
2452,25598,66,home,747.0,450,True
2481,24943,720,home,577.0,450,True
2562,24942,326,home,983.0,450,True
2663,25649,305,home,1292.0,450,True
2770,25648,99,home,823.0,450,True
2872,25648,5,home,543.0,450,True
2873,25648,24,home,1980.0,450,True
2875,24971,290,home,1026.0,450,True
2876,24971,290,home,848.0,450,True
2905,25649,17,home,1318.0,450,True
2918,25658,1281,home,1124.0,450,True
2945,25597,637,home,740.0,450,True
2946,25636,1371,home,945.0,450,True
2949,25648,56,home,1911.0,450,True
2951,25648,65,home,950.0,450,True
2954,25648,47,home,712.0,450,True
2992,25648,5,home,732.0,450,True
2996,25649,249,home,820.0,450,True
2999,25649,183,home,1314.0,450,True
3005,25649,235,home,1247.0,450,True
3043,25648,4,home,317.0,450,False
3058,25648,22,home,1244.0,450,True
3063,25649,115,home,1087.0,450,True
3066,25648,22,home,912.0,450,True
3073,25597,1459,home,1054.0,450,True
3087,24942,207,home,643.0,450,True
3096,25649,251,home,1416.0,450,True
3139,25682,554,home,559.0,450,True
3140,25648,42,home,944.0,450,True
3142,25648,5,home,1171.0,450,True
3147,25649,28,home,719.0,450,True
3157,25759,990,home,710.0,450,True
3158,25648,7,home,1794.0,450,True
3175,25649,137,home,2070.0,450,True
3179,25649,23,home,981.0,450,True
3189,25648,122,home,423.0,450,False
3229,25649,225,home,1423.0,450,True
3230,25649,249,home,1576.0,450,True
3248,25648,56,home,1170.0,450,True
3262,25648,22,home,669.0,450,True
3267,25649,115,home,633.0,450,True
3281,25652,999,home,1276.0,450,True
3285,25648,10,home,1472.0,450,True
3300,25648,10,home,740.0,450,True
3305,25648,22,home,1826.0,450,True
3320,25648,24,home,1271.0,450,True
3339,25653,3357,home,1250.0,450,True
3344,25648,56,home,345.0,450,False
3385,25598,180,home,463.0,450,True
3398,25649,54,home,469.0,450,True
3449,25648,7,home,1375.0,450,True
3455,25682,3990,home,590.0,450,True
3459,25649,409,home,912.0,450,True
3474,25649,110,home,1429.0,450,True
3495,25649,138,home,836.0,450,True
3530,25649,69,home,710.0,450,True
3556,25567,3001,home,529.0,450,True
3587,25649,301,home,1437.0,450,True
3638,25601,2417,home,800.0,450,True
3684,25535,2778,home,1186.0,450,True
3752,25598,258,home,1220.0,450,True
3762,24942,312,home,986.0,450,True
3923,24943,2825,home,431.0,450,False
4037,25566,2940,home,1346.0,450,True
4095,25637,94,home,1421.0,450,True
4107,25649,235,home,582.0,450,True
4165,25673,6827,home,1001.0,450,True
4178,25535,808,home,542.0,450,True
4207,25649,150,home,1241.0,450,True
4219,25648,26,home,696.0,450,True
4230,25597,629,home,685.0,450,True
4267,25759,649,home,836.0,450,True
4277,25648,12,home,1266.0,450,True
4281,25649,251,home,1827.0,450,True
4289,25649,225,home,1068.0,450,True
4292,25649,137,home,1033.0,450,True
4339,25649,225,home,750.0,450,True
4343,25536,939,home,444.0,450,False
4365,25735,1130,home,1423.0,450,True
4381,25567,2673,home,630.0,450,True
4385,25682,2811,home,1156.0,450,True
4405,25648,297,home,1572.0,450,True
4417,25598,496,home,1238.0,450,True
4425,25745,830,home,669.0,450,True
4441,25648,117,home,2056.0,450,True
4443,24971,2601,home,532.0,450,True
4445,25649,348,home,1556.0,450,True
4479,25745,3497,home,388.0,450,False
4491,25759,57,home,664.0,450,True
4507,25648,116,home,1788.0,450,True
4527,25649,225,home,437.0,450,False
4545,25658,6898,home,773.0,450,True
4546,25682,3702,home,1168.0,450,True
4559,24943,2825,home,1193.0,450,True
4583,25598,66,home,1136.0,450,True
4591,25649,28,home,1254.0,450,True
4595,25649,301,home,1368.0,450,True
4611,25648,283,home,1378.0,450,True
4617,25648,4,home,2020.0,450,True
4628,25649,294,home,1179.0,450,True
4640,25662,571,home,738.0,450,True
4679,25648,25,home,670.0,450,True
4701,25649,28,home,1652.0,450,True
4746,25648,22,home,1706.0,450,True
4783,25682,34,home,1123.0,450,True
4795,25649,249,home,558.0,450,True
4813,25597,919,home,1030.0,450,True
4827,25649,185,home,760.0,450,True
4842,25682,34,home,663.0,450,True
4927,25759,57,home,796.0,450,True
4947,25607,647,home,1010.0,450,True
4978,25649,185,home,809.0,450,True
5007,25673,361,home,456.0,450,True
5013,25759,649,home,717.0,450,True
5163,25600,1947,home,722.0,450,True
5173,25648,64,home,807.0,450,True
5249,25648,10,home,818.0,450,True
5317,25648,7,home,1031.0,450,True
5319,25682,554,home,976.0,450,True
5341,25682,286,home,838.0,450,True
5359,25535,808,home,1157.0,450,True
5381,25682,13860,home,1010.0,450,True
5489,25649,305,home,1920.0,450,True
5557,25649,115,home,1520.0,450,True
5675,25649,221,home,1397.0,450,True
5681,25648,283,home,1527.0,450,True
5700,25649,225,home,806.0,450,True
5705,26164,176,home,1155.0,450,True
5715,25649,251,home,490.0,450,True
5727,25649,348,home,491.0,450,True
5750,25649,221,home,1048.0,450,True
5811,25649,225,home,1620.0,450,True
5833,25649,23,home,785.0,450,True
5917,25648,33,home,1142.0,450,True
5922,25648,30,home,2070.0,450,True
5935,25649,137,home,116.0,450,False
5971,25648,64,home,2160.0,450,True
5974,25598,258,home,867.0,450,True
6028,25649,115,home,1187.0,450,True
6039,25649,183,home,1628.0,450,True
6042,25673,11354,home,1366.0,450,True
6049,25648,4,home,1306.0,450,True
6073,25648,10,home,830.0,450,True
6081,25600,3958,home,1440.0,450,True
6087,25536,939,home,611.0,450,True
6112,25649,185,home,1656.0,450,True
6139,24942,1260,home,378.0,450,False
6182,25648,10,home,451.0,450,True
6199,25648,56,home,1311.0,450,True
6229,25597,494,home,1398.0,450,True
6230,25567,2736,home,438.0,450,False
6231,25649,301,home,580.0,450,True
6232,25658,1447,home,1486.0,450,True
6249,25649,16,home,691.0,450,True
6253,25648,2,home,1193.0,450,True
6280,25601,3283,home,698.0,450,True
6293,26164,2892,home,675.0,450,True
6299,25649,183,home,1531.0,450,True
6307,25641,12619,home,702.0,450,True
6332,25649,305,home,1942.0,450,True
6377,25648,56,home,671.0,450,True
6416,25649,348,home,490.0,450,True
6455,24942,374,home,800.0,450,True
6467,24942,374,home,1301.0,450,True
6470,25649,23,home,631.0,450,True
6476,25649,137,home,1120.0,450,True
6495,25607,647,home,771.0,450,True
6505,25649,54,home,527.0,450,True
6507,25649,23,home,578.0,450,True
6513,25648,65,home,864.0,450,True
6515,25649,225,home,1070.0,450,True
6518,25648,42,home,721.0,450,True
6535,25649,251,home,1517.0,450,True
6538,25649,54,home,1108.0,450,True
6559,25648,297,home,842.0,450,True
6572,25648,22,home,1798.0,450,True
6573,24943,6607,home,538.0,450,True
6580,25648,12,home,738.0,450,True
6604,25648,5,home,1704.0,450,True
6618,25648,24,home,1075.0,450,True
6626,25649,225,home,1061.0,450,True
6634,25648,26,home,1053.0,450,True
6640,25601,227584,home,762.0,450,True
6970,24943,354,home,955.0,450,True
7054,25597,1459,home,472.0,450,True
7055,25607,389,home,432.0,450,False
7104,25535,349,home,1036.0,450,True
7118,25597,73,home,1165.0,450,True
7159,25567,2673,home,998.0,450,True
7181,25759,118,home,613.0,450,True
7206,24971,270,home,572.0,450,True
7250,25648,283,home,143.0,450,False
7309,25649,301,home,516.0,450,True
7316,25649,249,home,693.0,450,True
7570,25649,54,home,1019.0,450,True
7577,25648,116,home,1071.0,450,True
7608,25649,137,home,1258.0,450,True
7636,25648,24,home,1020.0,450,True
7640,25648,65,home,1792.0,450,True
7689,25649,409,home,1993.0,450,True
7835,25648,24,home,1546.0,450,True
7839,24942,1097,home,1303.0,450,True
7940,24942,1387,home,653.0,450,True
7958,25536,293,home,569.0,450,True
7965,25649,185,home,1049.0,450,True
8018,25648,7,home,1862.0,450,True
8042,25648,2,home,680.0,450,True
8047,25648,10,home,402.0,450,False
8057,25648,297,home,405.0,450,False
8069,25649,251,home,835.0,450,True
8085,25648,122,home,1455.0,450,True
8201,25598,258,home,917.0,450,True
8270,25648,21,home,1763.0,450,True
8339,24942,312,home,924.0,450,True
8438,24942,1097,home,1393.0,450,True
8470,25598,284,home,1575.0,450,True
8585,25598,53,home,1520.0,450,True
8672,25649,221,home,447.0,450,False
8688,25636,211,home,1070.0,450,True
8740,25648,24,home,505.0,450,True
8741,25649,225,home,1496.0,450,True
8788,25649,137,home,1701.0,450,True
8842,25649,138,home,1776.0,450,True
8872,25649,235,home,557.0,450,True
8881,25598,314,home,572.0,450,True
8934,25649,115,home,368.0,450,False
8956,25648,5,home,1747.0,450,True
9050,25649,301,home,1790.0,450,True
9084,25597,1459,home,966.0,450,True
9138,25649,235,home,588.0,450,True
9203,25649,69,home,1174.0,450,True
9207,25649,28,home,1188.0,450,True
9218,25649,249,home,2074.0,450,True
9238,25649,150,home,2036.0,450,True
9274,25649,409,home,1842.0,450,True
9282,25637,320,home,566.0,450,True
9306,25598,284,home,540.0,450,True
9325,25649,69,home,1629.0,450,True
9343,25649,409,home,1105.0,450,True
9366,25649,305,home,524.0,450,True
9403,25649,221,home,636.0,450,True
9465,25649,235,home,1018.0,450,True
9504,25648,297,home,1491.0,450,True
9510,25598,309,home,1440.0,450,True
9520,24942,1260,home,916.0,450,True
9522,25648,99,home,1696.0,450,True
9523,25600,2402,home,1238.0,450,True
9529,25649,183,home,506.0,450,True
9537,24942,207,home,558.0,450,True
9543,25648,117,home,866.0,450,True
9658,25649,54,home,1093.0,450,True
9674,25648,122,home,1672.0,450,True
9680,25649,185,home,1251.0,450,True
9686,25648,99,home,1977.0,450,True
9781,25598,496,home,1350.0,450,True
9798,25648,283,home,582.0,450,True
9824,25649,301,home,1181.0,450,True
9834,25649,301,home,794.0,450,True
9843,25649,17,home,1958.0,450,True
10351,25648,10,home,1939.0,450,True
10496,25648,117,home,1837.0,450,True
10602,25598,258,home,740.0,450,True
10634,25648,42,home,1355.0,450,True
10767,25649,150,home,1286.0,450,True
10780,25682,13860,home,1435.0,450,True
10788,25649,225,home,841.0,450,True
10849,25649,294,home,1211.0,450,True
10949,25649,138,home,859.0,450,True
10993,25649,409,home,1188.0,450,True
11320,24942,1387,home,1597.0,450,True
11340,25016,2929,home,1080.0,450,True
11471,25649,235,home,1263.0,450,True
11502,25649,409,home,1368.0,450,True
11541,25648,56,home,1759.0,450,True
11545,25649,409,home,496.0,450,True
11665,25649,409,home,1842.0,450,True
11752,25649,115,home,1575.0,450,True
11799,25648,283,home,1205.0,450,True
12139,25649,137,home,63.0,450,False
12216,25648,5,home,1188.0,450,True
12227,25598,284,home,281.0,450,False
12233,25649,221,home,1399.0,450,True
12241,25648,5,home,1754.0,450,True
12289,25597,2396,home,1382.0,450,True
12321,25598,309,home,1121.0,450,True
12332,25648,5,home,1244.0,450,True
12352,25069,826,home,526.0,450,True
12356,25069,7566,home,628.0,450,True
12404,24942,326,home,1012.0,450,True
