player_id,season_id,team_id,filter_key,minutes_played,min_minutes_required,meets_minimum_sample
12422,25069,7828,home,611.0,450,True
12445,25649,294,home,947.0,450,True
12474,25649,294,home,732.0,450,True
12483,25649,137,home,492.0,450,True
12506,25649,28,home,1221.0,450,True
12510,25648,4,home,986.0,450,True
12515,25649,115,home,554.0,450,True
12543,25648,99,home,1916.0,450,True
12568,25600,3958,home,1598.0,450,True
12594,24942,1260,home,871.0,450,True
12602,25649,235,home,996.0,450,True
13042,25648,116,home,896.0,450,True
13063,25598,180,home,479.0,450,True
13355,25649,16,home,1110.0,450,True
13425,25648,117,home,1614.0,450,True
13477,25648,26,home,1349.0,450,True
13482,25649,115,home,1298.0,450,True
13489,25648,283,home,1798.0,450,True
13542,25649,235,home,1350.0,450,True
13870,25649,251,home,1264.0,450,True
13965,25649,110,home,813.0,450,True
13999,25648,25,home,1476.0,450,True
14007,25653,3630,home,800.0,450,True
14120,25649,409,home,1355.0,450,True
14125,25649,294,home,1487.0,450,True
14301,25016,7325,home,742.0,450,True
14302,25598,273,home,505.0,450,True
14319,25649,294,home,1273.0,450,True
14946,25649,348,home,536.0,450,True
15040,25649,137,home,1819.0,450,True
15054,25649,137,home,1490.0,450,True
15105,25649,348,home,1042.0,450,True
15128,25648,5,home,524.0,450,True
15729,25649,137,home,1362.0,450,True
18226,25648,26,home,1954.0,450,True
18356,25649,138,home,1346.0,450,True
18737,25649,301,home,930.0,450,True
19143,25649,150,home,1561.0,450,True
19821,25566,892,home,398.0,450,False
19825,25649,221,home,647.0,450,True
20216,25648,116,home,1354.0,450,True
20406,24942,1260,home,764.0,450,True
20506,25649,110,home,479.0,450,True
20931,24942,1387,home,1260.0,450,True
21076,25649,28,home,1015.0,450,True
22201,25648,283,home,496.0,450,True
22268,25598,282,home,885.0,450,True
22536,25648,297,home,1710.0,450,True
22745,25649,348,home,1073.0,450,True
22843,25016,10443,home,990.0,450,True
23513,25566,396,home,1218.0,450,True
23563,25597,1403,home,620.0,450,True
23657,25597,494,home,1166.0,450,True
23926,25649,348,home,986.0,450,True
24032,25597,750,home,953.0,450,True
24150,25601,2417,home,535.0,450,True
24200,25735,2591,home,909.0,450,True
24205,25637,2379,home,1271.0,450,True
24281,25069,9036,home,737.0,450,True
24285,25591,1351,home,644.0,450,True
24308,25591,3552,home,782.0,450,True
24314,25637,2360,home,749.0,450,True
24372,25735,2432,home,458.0,450,True
24410,25641,11711,home,538.0,450,True
24430,25597,1403,home,752.0,450,True
24529,25637,320,home,1125.0,450,True
24594,25597,629,home,1024.0,450,True
24604,25682,643,home,1306.0,450,True
24613,25536,85,home,539.0,450,True
24619,25637,2385,home,542.0,450,True
24642,25653,5769,home,1029.0,450,True
24705,25637,1128,home,1078.0,450,True
24845,25641,10282,home,1181.0,450,True
24903,25597,593,home,851.0,450,True
24935,26164,267,home,666.0,450,True
24963,24971,2601,home,1260.0,450,True
24980,25597,1550,home,1350.0,450,True
25029,25682,81,home,1230.0,450,True
25063,25535,1069,home,1070.0,450,True
25069,25016,1268,home,928.0,450,True
25081,25682,643,home,463.0,450,True
25093,25597,1053,home,1495.0,450,True
25108,24943,6607,home,746.0,450,True
25109,25597,2396,home,840.0,450,True
25116,25682,3990,home,897.0,450,True
25123,25597,1016,home,588.0,450,True
25143,25637,822,home,811.0,450,True
25147,25600,2741,home,487.0,450,True
25161,25597,1016,home,1090.0,450,True
25201,25637,1435,home,1375.0,450,True
25234,25682,2632,home,470.0,450,True
25240,25637,2385,home,1265.0,450,True
25241,25597,2345,home,1377.0,450,True
25313,25637,669,home,885.0,450,True
25317,25597,629,home,899.0,450,True
25345,24971,1335,home,1087.0,450,True
25372,25652,3647,home,1266.0,450,True
25399,25648,21,home,672.0,450,True
25407,25597,1550,home,1464.0,450,True
25414,25745,4092,home,604.0,450,True
25417,25536,293,home,704.0,450,True
25467,25601,2798,home,1095.0,450,True
25490,25637,669,home,1306.0,450,True
25499,25597,750,home,493.0,450,True
25507,25637,2360,home,427.0,450,False
25515,25597,2396,home,289.0,450,False
25521,25016,5856,home,1165.0,450,True
25540,25759,134582,home,1342.0,450,True
25564,25600,328,home,1190.0,450,True
25577,25536,2356,home,1396.0,450,True
25578,24943,2535,home,881.0,450,True
25582,25597,637,home,634.0,450,True
25588,25682,2632,home,422.0,450,False
25589,25682,554,home,506.0,450,True
25610,25652,1077,home,791.0,450,True
25636,25069,1666,home,1004.0,450,True
25655,25069,850,home,425.0,450,False
25679,25536,1789,home,980.0,450,True
25680,25597,2396,home,1025.0,450,True
25687,25566,2566,home,1109.0,450,True
25709,25682,554,home,1094.0,450,True
25739,25597,494,home,1047.0,450,True
25792,25536,1789,home,1373.0,450,True
25795,25759,9848,home,720.0,450,True
25804,25600,357,home,1775.0,450,True
25826,25597,919,home,1126.0,450,True
25879,25637,1073,home,1218.0,450,True
25897,24971,7242,home,1350.0,450,True
26015,25597,682,home,954.0,450,True
26029,25735,1272,home,1278.0,450,True
26033,25597,629,home,681.0,450,True
26035,25682,2811,home,1440.0,450,True
26073,25597,1016,home,1411.0,450,True
26208,25637,1073,home,1594.0,450,True
26256,25598,258,home,482.0,450,True
26294,25682,34,home,1234.0,450,True
26433,25597,1016,home,740.0,450,True
26579,25597,593,home,850.0,450,True
26620,25597,629,home,731.0,450,True
26687,25745,652,home,753.0,450,True
26705,25536,7466,home,1329.0,450,True
26719,25536,85,home,1062.0,450,True
26747,25597,919,home,874.0,450,True
26771,25682,4192,home,934.0,450,True
26786,25597,682,home,1177.0,450,True
26813,25648,21,home,1482.0,450,True
26815,25735,2591,home,1354.0,450,True
26867,25536,85,home,1201.0,450,True
26877,25597,664,home,1530.0,450,True
26906,25641,3195,home,1443.0,450,True
26935,25597,1403,home,1228.0,450,True
26966,25637,822,home,1178.0,450,True
26969,26164,445,home,976.0,450,True
26991,25597,1053,home,1077.0,450,True
27234,25597,1652,home,321.0,450,False
27280,25637,1731,home,1184.0,450,True
27592,25652,3317,home,719.0,450,True
27641,25637,2344,home,1341.0,450,True
27718,25735,7085,home,787.0,450,True
27854,25591,234,home,1161.0,450,True
27938,25735,3117,home,1476.0,450,True
28009,25597,1403,home,1411.0,450,True
28049,25637,1433,home,1054.0,450,True
28212,25597,919,home,409.0,450,False
28255,25607,2866,home,1271.0,450,True
28256,25682,81,home,1435.0,450,True
28270,25637,1435,home,1143.0,450,True
28288,25566,112,home,166.0,450,False
28354,25637,2344,home,965.0,450,True
28391,24971,8661,home,1170.0,450,True
28403,25637,2379,home,627.0,450,True
28418,25637,814,home,588.0,450,True
28477,25637,320,home,1153.0,450,True
28568,25637,669,home,597.0,450,True
28572,25637,669,home,784.0,450,True
28637,25566,2566,home,1127.0,450,True
28646,25641,3599,home,395.0,450,False
28650,25637,320,home,1088.0,450,True
28669,25069,1840,home,731.0,450,True
28731,25597,1053,home,943.0,450,True
28746,25597,1016,home,1449.0,450,True
28763,25637,2460,home,1274.0,450,True
28918,25597,637,home,512.0,450,True
29040,25069,5696,home,562.0,450,True
29106,25597,1053,home,1043.0,450,True
29155,25637,1731,home,1067.0,450,True
29181,25016,6913,home,929.0,450,True
29205,25637,669,home,1620.0,450,True
29265,25637,1433,home,1060.0,450,True
29394,25597,682,home,1161.0,450,True
29495,25648,116,home,1911.0,450,True
30066,25591,216,home,995.0,450,True
30107,25597,73,home,496.0,450,True
30291,25597,1459,home,1052.0,450,True
30294,25597,750,home,1169.0,450,True
30618,25759,27943,home,416.0,450,False
30682,25597,1459,home,446.0,450,False
30696,25637,1433,home,645.0,450,True
30701,24943,2353,home,894.0,450,True
30782,25637,814,home,1164.0,450,True
31002,25597,682,home,1123.0,450,True
31051,25600,357,home,702.0,450,True
31054,25601,2417,home,532.0,450,True
31124,25652,3114,home,1076.0,450,True
31129,25648,42,home,1261.0,450,True
31346,25652,2927,home,360.0,450,False
31353,25652,1092,home,593.0,450,True
31403,25759,781,home,540.0,450,True
31433,25069,724,home,980.0,450,True
31542,25069,724,home,1320.0,450,True
31544,25652,3431,home,1440.0,450,True
31570,24971,502,home,814.0,450,True
31626,25652,3431,home,1091.0,450,True
31710,25535,1228,home,1338.0,450,True
31757,25648,12,home,1123.0,450,True
31822,25682,4192,home,1346.0,450,True
31854,25682,1071,home,348.0,450,False
31876,25652,956,home,449.0,450,False
31946,25535,302,home,1245.0,450,True
32020,25591,3552,home,655.0,450,True
32048,25591,3552,home,1400.0,450,True
32070,25682,3702,home,639.0,450,True
32096,25652,3431,home,477.0,450,True
32116,25759,9849,home,717.0,450,True
32122,25652,67,home,1389.0,450,True
32130,25735,2432,home,1265.0,450,True
32141,25567,2736,home,674.0,450,True
32148,25535,3781,home,747.0,450,True
32157,25759,57,home,730.0,450,True
32185,25600,2555,home,1417.0,450,True
32206,25652,3647,home,556.0,450,True
32272,25682,3224,home,814.0,450,True
32302,25653,3787,home,483.0,450,True
32304,25652,1077,home,723.0,450,True
32314,25652,3317,home,1141.0,450,True
32315,24971,2474,home,821.0,450,True
32373,25591,2727,home,577.0,450,True
32378,25745,884,home,604.0,450,True
32395,25598,66,home,481.0,450,True
32482,25682,3990,home,412.0,450,False
32518,25682,347,home,1180.0,450,True
32536,25673,3169,home,1189.0,450,True
32549,25653,3787,home,715.0,450,True
32553,26164,1216,home,1774.0,450,True
32567,25682,3702,home,473.0,450,True
32579,25652,3611,home,791.0,450,True
32588,25735,3960,home,918.0,450,True
32613,25653,3630,home,1182.0,450,True
32614,25599,2963,home,838.0,450,True
32621,25653,3678,home,744.0,450,True
32636,25584,906,home,735.0,450,True
32652,25599,2645,home,1258.0,450,True
32653,25637,2379,home,990.0,450,True
32663,25652,2642,home,1167.0,450,True
32672,25607,389,home,579.0,450,True
32683,25652,3527,home,1423.0,450,True
32698,25652,999,home,749.0,450,True
32747,25652,3114,home,1000.0,450,True
32761,25658,581,home,1003.0,450,True
32776,25600,1087,home,1114.0,450,True
33121,25652,3317,home,1329.0,450,True
33130,25653,3949,home,1426.0,450,True
33301,25652,3114,home,1012.0,450,True
33524,25652,3114,home,1530.0,450,True
33591,25648,12,home,1315.0,450,True
33598,25682,643,home,1195.0,450,True
33677,25536,85,home,487.0,450,True
33684,25652,1638,home,1073.0,450,True
33717,24971,1335,home,773.0,450,True
33792,25607,468,home,846.0,450,True
33811,25607,362,home,1303.0,450,True
33834,25652,3431,home,629.0,450,True
33850,24971,290,home,714.0,450,True
33930,25566,2566,home,603.0,450,True
34025,25652,2927,home,545.0,450,True
34039,25652,3611,home,663.0,450,True
34088,25652,2642,home,1242.0,450,True
34097,25652,3317,home,822.0,450,True
34297,25652,3431,home,1266.0,450,True
34378,25652,3114,home,1297.0,450,True
34398,25584,7684,home,657.0,450,True
34529,25584,4504,home,1320.0,450,True
34621,25597,1403,home,505.0,450,True
34691,25652,999,home,1412.0,450,True
34735,25682,2632,home,956.0,450,True
34838,24943,3285,home,1350.0,450,True
34870,25735,2432,home,919.0,450,True
34953,25652,3431,home,1019.0,450,True
35001,25652,3588,home,1049.0,450,True
35036,24971,321,home,1086.0,450,True
35037,25652,2927,home,512.0,450,True
35077,25567,28028,home,451.0,450,True
35084,25735,2412,home,910.0,450,True
35154,25652,1092,home,886.0,450,True
35159,25652,1077,home,1169.0,450,True
35162,25607,3525,home,346.0,450,False
35180,25682,13860,home,797.0,450,True
35192,25682,554,home,469.0,450,True
35201,24971,313,home,1350.0,450,True
35265,25682,3990,home,1095.0,450,True
35270,25535,2778,home,1475.0,450,True
35284,25652,3527,home,665.0,450,True
35287,26164,267,home,955.0,450,True
35295,25652,3647,home,534.0,450,True
35317,25607,13775,home,1526.0,450,True
35329,24943,3603,home,1140.0,450,True
35685,25682,643,home,416.0,450,False
35718,24943,1226,home,1240.0,450,True
35831,25641,3599,home,915.0,450,True
35845,25637,94,home,1026.0,450,True
35873,25652,1638,home,384.0,450,False
35971,25637,2460,home,1107.0,450,True
36012,25652,3114,home,1083.0,450,True
36265,25745,605,home,1394.0,450,True
36404,25745,269225,home,982.0,450,True
36414,25069,9036,home,935.0,450,True
36455,24942,1097,home,865.0,450,True
36488,26164,445,home,541.0,450,True
36609,25652,3114,home,839.0,450,True
36653,25652,956,home,430.0,450,False
37742,25584,8082,home,1444.0,450,True
37745,25607,3091,home,537.0,450,True
37773,25637,2460,home,860.0,450,True
38135,25016,8503,home,1163.0,450,True
38145,25652,3647,home,876.0,450,True
38153,25652,2554,home,1269.0,450,True
38198,25682,4192,home,469.0,450,True
38208,25652,1092,home,495.0,450,True
38555,25016,8680,home,619.0,450,True
38588,25652,2642,home,716.0,450,True
38673,25653,3630,home,1199.0,450,True
38723,25641,3444,home,1266.0,450,True
39141,25652,2927,home,1510.0,450,True
39468,25069,2617,home,878.0,450,True
39525,25607,13775,home,1192.0,450,True
39608,25652,67,home,1429.0,450,True
40219,25607,362,home,1007.0,450,True
40570,25682,3224,home,523.0,450,True
41155,25069,9036,home,772.0,450,True
41228,25637,94,home,1410.0,450,True
41288,25652,3588,home,1080.0,450,True
42102,25652,3647,home,1157.0,450,True
42710,25535,3260,home,660.0,450,True
42862,25536,293,home,748.0,450,True
43243,25652,482,home,1148.0,450,True
43244,25682,3897,home,531.0,450,True
43265,25607,362,home,1498.0,450,True
43381,25652,482,home,856.0,450,True
43504,25652,1077,home,619.0,450,True
43507,25652,956,home,1357.0,450,True
44040,25652,3527,home,1379.0,450,True
45565,25648,297,home,641.0,450,True
45657,25759,1089,home,747.0,450,True
46031,25584,4504,home,1062.0,450,True
46982,25652,3527,home,1031.0,450,True
47282,25607,3091,home,1350.0,450,True
47394,25652,3565,home,747.0,450,True
47439,25598,273,home,420.0,450,False
47454,25652,3317,home,460.0,450,True
47589,25584,3358,home,938.0,450,True
47623,25652,1077,home,1157.0,450,True
48434,25601,8224,home,1170.0,450,True
49186,25662,8644,home,61.0,450,False
49197,25641,3195,home,859.0,450,True
50509,25652,3527,home,1087.0,450,True
50538,25601,2417,home,749.0,450,True
50585,25662,3229,home,742.0,450,True
51005,25599,6564,home,854.0,450,True
51091,25535,349,home,617.0,450,True
51669,25653,3787,home,631.0,450,True
51805,25653,3569,home,1558.0,450,True
52170,25653,3787,home,795.0,450,True
52294,25607,389,home,361.0,450,False
52356,25566,506,home,634.0,450,True
52371,25536,2394,home,1240.0,450,True
52387,25653,49,home,975.0,450,True
52393,25653,3630,home,1422.0,450,True
52406,25636,8657,home,954.0,450,True
